,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,images
5461,5461,5461,5461,Henry Dunham,James Badge Dale,Brian Geraghty,unknown,Drama Thriller Mystery,the standoff at sparrow creek,6.3,https://m.media-amazon.com/images/M/MV5BZTE2NjgxYmUtMTJjMS00NTA4LWFmZDktNDIxNjVmNWI1Y2M1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@.jpg
5462,5462,5462,5462,Timothy Woodward Jr.,Lin Shaye,Michael Welch,Melissa Bolona,Horror,the final wish,5.4,https://m.media-amazon.com/images/M/MV5BZTBhZGViMDYtNjBmMC00MDc3LWEwOTItMzhkZWRlNTE0NTUyXkEyXkFqcGdeQXVyMjUxOTAxNzI@.jpg
5463,5463,5463,5463,Joe Cornish,Louis Ashbourne Serkis,Dean Chaumoo,Tom Taylor,Action Adventure Fantasy Family,the kid who would be king,6.1,https://m.media-amazon.com/images/M/MV5BZGQzNTkxNzgtMTViMC00Y2JjLTg1ZjAtY2I3MzE0ODdmMzAyXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.jpg
5464,5464,5464,5464,Grant Sputore,Grant Sputore (director),Michael Lloyd Green (screenplay/story),Clara Rugaard,Science Fiction,i am mother,6.7,https://m.media-amazon.com/images/M/MV5BMTkxMTczNTA4Nl5BMl5BanBnXkFtZTgwNDAyMzgwODM@.jpg
5465,5465,5465,5465,Andrew Patterson,Andrew Patterson (director),James Montague,Craig W. Sanger (writers); Sierra McCormick,Mystery Science Fiction Drama,the vast of night,6.4,https://m.media-amazon.com/images/M/MV5BY2YxNDczNGYtNmViNi00MDZiLWJiM2ItNGFlN2Q1NGExNGZhXkEyXkFqcGdeQXVyODE0OTU5Nzg@.jpg
5466,5466,5466,5466,Catherine Hardwicke,Gina Rodriguez,Ismael Cruz Cýýrdova,Anthony Mackie,Action,miss bala,6.4,https://m.media-amazon.com/images/M/MV5BMTcxNzY3Mzk5OF5BMl5BanBnXkFtZTgwNjQwODU1NjM@.jpg
5467,5467,5467,5467,Dan Gilroy,Jake Gyllenhaal,Rene Russo,Toni Collette,Thriller Mystery Horror,velvet buzzsaw,5.4,https://m.media-amazon.com/images/M/MV5BMjExMDQ1NjMzOV5BMl5BanBnXkFtZTgwMjkxMzMyNzM@.jpg
5468,5468,5468,5468,Nicolas Pesce,Christopher Abbott,Mia Wasikowska,Laia Costa,Thriller Horror Mystery,piercing,5.8,https://m.media-amazon.com/images/M/MV5BNTk1NDkzNjI1NF5BMl5BanBnXkFtZTgwMzM4Njg3NjM@.jpg
5469,5469,5469,5469,Mike Mitchell,Chris Pratt,Elizabeth Banks,Tiffany Haddish,Action Adventure Animation Comedy Family,the lego movie 2: the second part,6.7,https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@.jpg
5470,5470,5470,5470,Adam Shankman,Taraji P. Henson,Tracy Morgan,Max Greenfield,Comedy Romance,what men want,6.1,https://m.media-amazon.com/images/M/MV5BMTYxNjE2NjIwOF5BMl5BanBnXkFtZTgwMjE0MzkxNzM@.jpg
5471,5471,5471,5471,Hans Petter Moland,Liam Neeson,Tom Bateman,Tom Jackson,Action Crime Thriller,cold pursuit,5.6,https://m.media-amazon.com/images/M/MV5BM2YyYWI3NjItMWEwZS00MzhkLWJmZTMtZDAzYjRhODM0OTMzXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
5472,5472,5472,5472,Steven Soderbergh,Andrýý Holland,Zazie Beetz,Melvin Gregg,Drama,high flying bird,5.6,https://m.media-amazon.com/images/M/MV5BMTk1NDI2MzEyNF5BMl5BanBnXkFtZTgwODk3ODQyNzM@.jpg
5473,5473,5473,5473,Nicholas McCarthy,Taylor Schilling,Peter Mooney,Colm Feore,Horror Thriller,the prodigy,6.2,https://m.media-amazon.com/images/M/MV5BYTQxNTMwMmUtMWRkYi00MTRmLTgyYWItYTYwNGZkMWZmMzQ2XkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
5474,5474,5474,5474,Todd Strauss-Schulson,Rebel Wilson,Liam Hemsworth,Adam DeVine,Comedy Fantasy Romance,isn't it romantic,6.3,https://m.media-amazon.com/images/M/MV5BZGE1NGYxOWItODdmMy00NWNhLTgxZmMtYmVjYmViMGI0NTdmXkEyXkFqcGdeQXVyNzE2MTQyMzM@.jpg
5475,5475,5475,5475,Christopher Landon,Jessica Rothe,Israel Broussard,Phi Vu,Comedy Horror Science Fiction,happy death day 2u,6.3,https://m.media-amazon.com/images/M/MV5BMTg0NzkwMzQyMV5BMl5BanBnXkFtZTgwNDcxMTMyNzM@.jpg
5476,5476,5476,5476,Robert Rodriguez,Rosa Salazar,Christoph Waltz,Jennifer Connelly,Action Science Fiction Adventure,alita: battle angel,7.1,https://m.media-amazon.com/images/M/MV5BMTQzYWYwYjctY2JhZS00NTYzLTllM2UtZWY5ZTk0NmYwYzIyXkEyXkFqcGdeQXVyMzgxODM4NjM@.jpg
5477,5477,5477,5477,Dean DeBlois,Jay Baruchel,America Ferrera,Cate Blanchett,Animation Family Adventure,how to train your dragon: the hidden world,7.8,https://m.media-amazon.com/images/M/MV5BMjIwMDIwNjAyOF5BMl5BanBnXkFtZTgwNDE1MDc2NTM@.jpg
5478,5478,5478,5478,Stephen Merchant,Florence Pugh,Lena Headey,Nick Frost,Comedy Drama,fighting with my family,6.8,https://m.media-amazon.com/images/M/MV5BNWM0NGUxMzUtMjRlZS00OWZlLTlkZDMtMzJhOWVmZDY2ODczXkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg
5479,5479,5479,5479,Tyler Perry,Tyler Perry,Courtney Burrell,Patrice Lovely,Comedy,tyler perry's a madea family funeral,5.8,https://m.media-amazon.com/images/M/MV5BYTExYTc3YTMtMDY2YS00YTFhLTgwODEtNWQ2MmMzOGZhNTU5XkEyXkFqcGdeQXVyNDExODY2MjU@.jpg
5480,5480,5480,5480,Neil Jordan,Isabelle Huppert,Chloýý Grace Moretz,Maika Monroe,Drama Mystery Thriller,greta,6.5,https://m.media-amazon.com/images/M/MV5BMjVjMzcyZDktNzFhOC00NTY2LTkxMjAtMjJkN2U3ZWZkMzUwXkEyXkFqcGdeQXVyMDU5MDEyMA@@.jpg
5481,5481,5481,5481,J. C. Chandor,Ben Affleck,Oscar Isaac,Charlie Hunnam,Action Thriller Crime Adventure,triple frontier,6.3,https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@.jpg
5482,5482,5482,5482,"Anna Boden, Ryan Fleck (directors/screenplay); Geneva Robertson-Dworet (screenplay); Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Annette Bening, Clark Gregg, Jude Law",Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Action Adventure Science Fiction,captain marvel,7.0,https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@.jpg
5483,5483,5483,5483,"Josh Appelbaum, Andre Nemec (screenplay); Brianna Denski, Ken Hudson Campbell, Matthew Broderick, Jennifer Garner, Kenan Thompson, Ken Jeong, Mila Kunis, John Oliver",Brianna Denski,Ken Hudson Campbell,Matthew Broderick,Comedy Animation Adventure Family Fantasy,wonder park,6.4,https://m.media-amazon.com/images/M/MV5BMjI5MTQ5NzE4Nl5BMl5BanBnXkFtZTgwNTk2MDA5NjM@.jpg
5484,5484,5484,5484,Rupert Wyatt,John Goodman,Ashton Sanders,Jonathan Majors,Science Fiction,captive state,5.6,https://m.media-amazon.com/images/M/MV5BMTgyNjU0NTAxOV5BMl5BanBnXkFtZTgwNTc4MDIzNjM@.jpg
5485,5485,5485,5485,Katt Shea,Sophia Lillis,Zoe Renee,Mackenzie Graham,Crime Family Comedy Drama Mystery,nancy drew and the hidden staircase,6.6,https://m.media-amazon.com/images/M/MV5BZjEzOGU3YjQtODA4My00ZTVjLWJjNWEtY2JkNTRlNzY3YmY4XkEyXkFqcGdeQXVyNzI1NzMxNzM@.jpg
5486,5486,5486,5486,James Kent,Alexander Skarsgýýrd,Keira Knightley,Jason Clarke,Drama Romance War,the aftermath,6.4,https://m.media-amazon.com/images/M/MV5BMTk2MDEyNTE5M15BMl5BanBnXkFtZTgwMzY1NDM4NjM@.jpg
5487,5487,5487,5487,Justin Baldoni,Cole Sprouse,Haley Lu Richardson,unknown,Romance Drama,five feet apart,8.3,https://m.media-amazon.com/images/M/MV5BNzVmMjJlN2MtNWQ4Ny00Zjc2LWJjYTgtYjJiNGM5MTM1ZTlkXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
5488,5488,5488,5488,John Lee Hancock,Kevin Costner,Woody Harrelson,Kathy Bates,Crime Drama Thriller,the highwaymen,6.7,https://m.media-amazon.com/images/M/MV5BZmM5Y2QzOGQtNTdjZS00NDVhLThkYjItZjZiMjk4YjM0ZTUzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg
5489,5489,5489,5489,Robert Rodriguez,Roby Attal,Lauren Hatfield,Alejandro Rose Garcia,Thriller Science Fiction,red 11,0.0,https://m.media-amazon.com/images/M/MV5BMTY2NjU4NTU1Nl5BMl5BanBnXkFtZTgwMjg1ODk1NzM@.jpg
5490,5490,5490,5490,Ivan Kavanagh,Emile Hirsch,Tim Ahern,Dýýborah Franýýois,Western,never grow old,5.9,https://m.media-amazon.com/images/M/MV5BMTY0OTIwNzI4NF5BMl5BanBnXkFtZTgwMTI3Mjk0NzM@.jpg
5491,5491,5491,5491,Jesse V. Johnson,Tony Jaa,Iko Uwais,Tiger Chen,Thriller Action,triple threat,6.4,https://m.media-amazon.com/images/M/MV5BYTY1MjRhYmYtZDg4Yy00ZWRiLWIwYzktZThkY2E0YjZlNjgxXkEyXkFqcGdeQXVyMTc3MjY3NTY@.jpg
5492,5492,5492,5492,Jordan Peele,Lupita Nyong'o,Winston Duke,Shahadi Wright Joseph,Thriller Horror Mystery,us,7.0,https://m.media-amazon.com/images/M/MV5BZTliNWJhM2YtNDc1MC00YTk1LWE2MGYtZmE4M2Y5ODdlNzQzXkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg
5493,5493,5493,5493,Anthony Maras,Dev Patel,Armie Hammer,Nazanin Boniadi,Drama History Action Thriller,hotel mumbai,7.6,https://m.media-amazon.com/images/M/MV5BYTJlZWY2YjYtZGIxMy00MDEwLTliNzMtZGM3MDQ1NzlmNDY1XkEyXkFqcGdeQXVyNDY2MjcyOTQ@.jpg
5494,5494,5494,5494,Jeff Tremaine,Douglas Booth,Iwan Rheon,Machine Gun Kelly,Drama Music History,the dirt,7.5,https://m.media-amazon.com/images/M/MV5BODhiMzkwYTctYzgwOC00MDM2LWExYjQtMzY4MDljZjQ3M2RmXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg
5495,5495,5495,5495,S. Craig Zahler,Mel Gibson,Vince Vaughn,Michael Jai White,Crime Action Thriller,dragged across concrete,6.5,https://m.media-amazon.com/images/M/MV5BMjE1MTk5NDQ5Ml5BMl5BanBnXkFtZTgwODUxNzg0NzM@.jpg
5496,5496,5496,5496,Tim Burton,Colin Farrell,Michael Keaton,Danny DeVito,Adventure Family Fantasy,dumbo,6.7,https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@.jpg
5497,5497,5497,5497,Harmony Korine,Matthew McConaughey,Zac Efron,Jonah Hill,Comedy,the beach bum,5.5,https://m.media-amazon.com/images/M/MV5BMTY3MDUzMTAzOV5BMl5BanBnXkFtZTgwNDk3ODQyNzM@.jpg
5498,5498,5498,5498,"Chuck Konzelman, Cary Soloman",Ashley Bratcher,Brooks Ryan,Robia Scott,Drama,unplanned,6.9,https://m.media-amazon.com/images/M/MV5BZjBiZjEwNDUtNGIzOS00NTI3LWI5OGMtZDZjMjZhZGNhZDhkXkEyXkFqcGdeQXVyNTQ3MjE4NTU@.jpg
5499,5499,5499,5499,David F. Sandberg,Zachary Levi,Asher Angel,Mark Strong,Action Comedy Fantasy,shazam!,7.0,https://m.media-amazon.com/images/M/MV5BOWZhZjE4NGQtODg5Ni00MjQ1LWJmMzAtNzQ2N2M1NzYzMDJkXkEyXkFqcGdeQXVyMjMwNDgzNjc@.jpg
5500,5500,5500,5500,Robin Bissell,Taraji P. Henson,Sam Rockwell,unknown,Drama History,the best of enemies,7.4,https://m.media-amazon.com/images/M/MV5BMjQ5MjA2NDkyM15BMl5BanBnXkFtZTgwNTIwNjUzNzM@.jpg
5501,5501,5501,5501,Claire Denis,Robert Pattinson,Juliette Binoche,Andrýý Benjamin,Science Fiction Drama Mystery Thriller,high life,5.8,https://m.media-amazon.com/images/M/MV5BMDNjN2NjYmItMjAyZi00NmNkLWJmYTQtYzcwZGRiM2RmNGNlXkEyXkFqcGdeQXVyODUxNjcxNjE@.jpg
5502,5502,5502,5502,Daniel Farrands,Hilary Duff,Jonathan Bennett,Lydia Hearst,Horror Thriller,the haunting of sharon tate,4.6,https://m.media-amazon.com/images/M/MV5BMWNjMWMwMmQtYjM5MC00NDE2LWEyM2ItOTY0ZjMxYjY0NWUxXkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg
5503,5503,5503,5503,Emma Tammi,Caitlin Gerard,Ashley Zukerman,Julia Goldani Telles,Horror Western Thriller,the wind,5.6,https://m.media-amazon.com/images/M/MV5BMWVlYzc0MGItNDAxNC00ODhjLTliYzYtMTEwNDhiMTViZGZiXkEyXkFqcGdeQXVyODY3Nzc0OTk@.jpg
5504,5504,5504,5504,John R. Leonetti,Kiernan Shipka,Stanley Tucci,Miranda Otto,Drama Thriller Fantasy Horror,the silence,6.0,https://m.media-amazon.com/images/M/MV5BMmZlOGZkMjMtZDc4Ny00ZTQ1LWFmYTQtOThlY2JjYjg1NGQyXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg
5505,5505,5505,5505,Tina Gordon,Issa Rae,Regina Hall,Marsai Martin,Adventure Fantasy Romance Drama Family,little,5.0,https://m.media-amazon.com/images/M/MV5BMTU2NDYwNzkzMV5BMl5BanBnXkFtZTgwNjAyMjMxNzM@.jpg
5506,5506,5506,5506,Chris Butler,Hugh Jackman,Zach Galifianakis,Zoe Saldana,Animation Comedy Adventure Fantasy Family,missing link,7.1,https://m.media-amazon.com/images/M/MV5BMWFmNWZmZWYtMWM3OC00YTYyLWIxNDMtOTRjNzhiYWQ0MDIwXkEyXkFqcGdeQXVyODk2NDQ3MTA@.jpg
5507,5507,5507,5507,Alex Ross Perry,Elisabeth Moss,Cara Delevingne,Dan Stevens,Drama Music,her smell,6.1,https://m.media-amazon.com/images/M/MV5BMTk2Mzg4NzI3NF5BMl5BanBnXkFtZTgwMzE5NDk1NzM@.jpg
5508,5508,5508,5508,Roxann Dawson,Chrissy Metz,Josh Lucas,Topher Grace,Drama,breakthrough,7.5,https://m.media-amazon.com/images/M/MV5BMTU2ODk2ODEzMV5BMl5BanBnXkFtZTgwMzk1OTk4NjM@.jpg
5509,5509,5509,5509,Alastair Fothergill,Alastair Fothergill (director),Jeff Wilson (co-director); Ed Helms,unknown,Family Animation Adventure Comedy,penguins,6.5,https://m.media-amazon.com/images/M/MV5BMjA4NDc2Njc3MV5BMl5BanBnXkFtZTgwMTcyNTAwNzM@.jpg
5510,5510,5510,5510,Michael Chaves,Linda Cardellini,Raymond Cruz,Patricia Velasquez,Thriller Horror Mystery,the curse of la llorona,5.7,https://m.media-amazon.com/images/M/MV5BNjU4NjU4ZDktOTg2Ny00MWI2LThiMTAtMGFkZGE1MWI5MzhjXkEyXkFqcGdeQXVyODQxMTI4MjM@.jpg
5511,5511,5511,5511,David Robert Mitchell,Andrew Garfield,Riley Keough,Topher Grace,Crime Drama Mystery,under the silver lake,6.4,https://m.media-amazon.com/images/M/MV5BYjY0NTA5MGItNDU1Yy00ZmE3LWI5NGItZDY5OGUxZjYzZGQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
5512,5512,5512,5512,Laura Steinel,Taylor Schilling,Brian Tyree Henry,Bryn Vale,Animation Action,family,7.5,https://m.media-amazon.com/images/M/MV5BMTA0Mzg0MTI1NDFeQTJeQWpwZ15BbWU3MDA1MDA1MzE@.jpg
5513,5513,5513,5513,Julia Hart,Gugu Mbatha-Raw,Lorraine Toussaint,Saniyya Sidney,Thriller Drama Science Fiction,fast color,6.2,https://m.media-amazon.com/images/M/MV5BZjM0M2UxNWMtNzIzNi00NTZhLThiYTItNWFkNmVhNmE4YTlkXkEyXkFqcGdeQXVyMzAwMjMyMjY@.jpg
5514,5514,5514,5514,Jennifer Kaytin Robinson,Gina Rodriguez,Brittany Snow,DeWanda Wise,Comedy Romance,someone great,6.4,https://m.media-amazon.com/images/M/MV5BMjI5MzQ0NjA5Ml5BMl5BanBnXkFtZTgwNjA1MTg1NzM@.jpg
5515,5515,5515,5515,Meir Zarchi,Camille Keaton,Maria Olsen,Meir Zarchi,Horror Thriller,i spit on your grave: deja vu,2.9,https://m.media-amazon.com/images/M/MV5BZDg3MDE5ZGMtYjVkZi00MTJhLThkZDUtNjM0NWNlOWU3NTUzXkEyXkFqcGdeQXVyMTA2MDcyNjE@.jpg
5516,5516,5516,5516,Anthony and Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Adventure Science Fiction Action,avengers: endgame,8.3,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@.jpg
5517,5517,5517,5517,Josh Lobo,A. J. Bowen,Scott Poythress,Susan Burke,Horror,i trapped the devil,5.0,https://m.media-amazon.com/images/M/MV5BNGNhMTQ0YWYtZDA5Mi00YWU2LWE4NzgtYTUzZGFhYTVkMzVlXkEyXkFqcGdeQXVyODY3Nzc0OTk@.jpg
5518,5518,5518,5518,Roxanne Benjamin,Karina Fontes,Casey Adams,Emily Althaus,Thriller,body at brighton rock,5.0,https://m.media-amazon.com/images/M/MV5BZmU2ZGFjOGYtOTYxNS00ZmRjLTkyOWUtYTI1NjRlMTE4NmI2XkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg
5519,5519,5519,5519,Tanya Wexler,Zoey Deutch,Jermaine Fowler,Judy Greer,Comedy Drama Romance,buffaloed,6.1,https://m.media-amazon.com/images/M/MV5BM2I2ZjlkYzAtZWE5OC00ODc5LTk0ZDUtMGJiY2MwM2VlMjlkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5520,5520,5520,5520,Jonathan Levine,Seth Rogen,Charlize Theron,O'Shea Jackson Jr.,Comedy Romance,long shot,6.8,https://m.media-amazon.com/images/M/MV5BMmE4Mzk0OWQtMDI1OS00NDU3LWI2M2YtNzc1MGMxZGI3ZTE1XkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg
5521,5521,5521,5521,Deon Taylor,Dennis Quaid,Michael Ealy,Meagan Good,Thriller,the intruder,6.2,https://m.media-amazon.com/images/M/MV5BNTczMzc4NDY0MF5BMl5BanBnXkFtZTgwMjI3Njg3NjM@.jpg
5522,5522,5522,5522,Kelly Asbury,Kelly Clarkson,Pitbull,Nick Jonas,Animation Comedy Family Adventure Fantasy Music,uglydolls,6.7,https://m.media-amazon.com/images/M/MV5BMTc0NjE2ODM2OV5BMl5BanBnXkFtZTgwMjQyNDUzNzM@.jpg
5523,5523,5523,5523,Joe Berlinger,Zac Efron,Lily Collins,Kaya Scodelario,Thriller Crime Drama,"extremely wicked, shockingly evil and vile",7.0,https://i.pinimg.com/736x/df/67/47/df6747387f9d6c224f1bde71a37781ba.jpg
5524,5524,5524,5524,William Bindley,KJ Apa,Maia Mitchell,Jacob Latimore,Comedy Romance,the last summer,6.0,https://m.media-amazon.com/images/M/MV5BMTg3NTQ5Mjc1N15BMl5BanBnXkFtZTgwNzg0MjU4NzM@.jpg
5525,5525,5525,5525,Rob Letterman,Ryan Reynolds,Justice Smith,Kathryn Newton,Action Adventure Fantasy,pokýýmon detective pikachu,7.0,https://m.media-amazon.com/images/M/MV5BNDU4Mzc3NzE5NV5BMl5BanBnXkFtZTgwMzE1NzI1NzM@.jpg
5526,5526,5526,5526,Chris Addison,Anne Hathaway,Rebel Wilson,Alex Sharp,Comedy,the hustle,6.3,https://m.media-amazon.com/images/M/MV5BMTc3MDcyNzE5N15BMl5BanBnXkFtZTgwNzE2MDE0NzM@.jpg
5527,5527,5527,5527,Dome Karukoski,Nicholas Hoult,Lily Collins,Colm Meaney,Drama History War Romance,tolkien,7.0,https://m.media-amazon.com/images/M/MV5BMjUzNzA1MDczOF5BMl5BanBnXkFtZTgwODY5OTI2NzM@.jpg
5528,5528,5528,5528,Zara Hayes,Diane Keaton,Jacki Weaver,Pam Grier,Comedy Drama,poms,6.5,https://m.media-amazon.com/images/M/MV5BMTk0ZmYwZjgtZWEwZi00MWEyLWFkZmItOTUzMmU5Y2Q5YTFjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg
5529,5529,5529,5529,"P.B. Shemran (director, screenplay); Todd Komarnicki (screenplay); Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Jennifer Ehle, David O'Hara, Ioan Gruffudd, Stephen Dillane, Steve Coogan",Mel Gibson,Sean Penn,Natalie Dormer,Drama History Mystery Thriller,the professor and the madman,7.2,https://m.media-amazon.com/images/M/MV5BNjRjNWIxMWMtNzcxYi00NDYyLWFmMzAtZTRiZWZhZDMwZmVkXkEyXkFqcGdeQXVyMjExMDE1MzQ@.jpg
5530,5530,5530,5530,Chad Stahelski,Keanu Reeves,Halle Berry,Laurence Fishburne,Action Thriller Crime,john wick: chapter 3 ýýý parabellum,7.4,https://m.media-amazon.com/images/M/MV5BMDg2YzI0ODctYjliMy00NTU0LTkxODYtYTNkNjQwMzVmOTcxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg
5531,5531,5531,5531,Gail Mancuso,Dennis Quaid,Josh Gad,Marg Helgenberger,Family Adventure Drama,a dog's journey,8.1,https://m.media-amazon.com/images/M/MV5BYjRhMWY0ODMtMmM3OC00ZGRmLWIyZjktZGQ0ZGE4MzcyZWE5XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
5532,5532,5532,5532,Ry Russo-Young,Yara Shahidi,Charles Melton,John Leguizamo,Romance Drama,the sun is also a star,6.9,https://m.media-amazon.com/images/M/MV5BMDhiNzUzYTItMWFjYS00ZDUwLWIxNTItMTlmMzAxZjNmMTJkXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg
5533,5533,5533,5533,Wayne Roberts,Johnny Depp,Rosemarie DeWitt,Danny Huston,Drama History Mystery Thriller,the professor,6.8,https://m.media-amazon.com/images/M/MV5BNWU1NDgxNjktZmE0Ny00ZmE0LThhOTItODUxMTc5MWQwOTNhXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg
5534,5534,5534,5534,Joanna Hogg,Honor Swinton Byrne,Tom Burke,Tilda Swinton,Romance Mystery Drama,the souvenir,6.5,https://m.media-amazon.com/images/M/MV5BMTk2NjY3NDYzN15BMl5BanBnXkFtZTgwOTUxNzg0NzM@.jpg
5535,5535,5535,5535,"Noble Jones (director, screenplay); John Lithgow, Blythe Danner, Derek Cecil, Katie Aselton, Sophie Thatcher, Eve Harlow",John Lithgow,Blythe Danner,Derek Cecil,Drama Romance,the tomorrow man,5.9,https://m.media-amazon.com/images/M/MV5BZWQwOGRmZDEtNjRmNC00ZWY2LTg0MmItZGQ2YjU0MmYyODQzXkEyXkFqcGdeQXVyNDY2MjcyOTQ@.jpg
5536,5536,5536,5536,David Yarovesky,Elizabeth Banks,David Denman,Jackson A. Dunn,Horror Thriller Science Fiction,brightburn,6.0,https://m.media-amazon.com/images/M/MV5BMjc0YzM2ZjItNzE3OS00NTRhLTkyNTUtMjY5Y2Y5NTU3OWI0XkEyXkFqcGdeQXVyNjU2NTI4MjE@.jpg
5537,5537,5537,5537,Olivia Wilde,Kaitlyn Dever,Beanie Feldstein,Jessica Williams,Comedy,booksmart,7.1,https://m.media-amazon.com/images/M/MV5BMjEzMjcxNjA2Nl5BMl5BanBnXkFtZTgwMjAxMDM2NzM@.jpg
5538,5538,5538,5538,Richard Shepard,Allison Williams,Logan Browning,Steven Weber,Thriller Horror Drama,the perfection,6.6,"https://m.media-amazon.com/images/M/MV5BMTA3NzkzMDUxODBeQTJeQWpwZ15BbWU4MDM0ODc5ODcz._V1_SY150_CR0,0,101,150_.jpg.jpg"
5539,5539,5539,5539,Nahnatchka Khan,Ali Wong,Randall Park,Daniel Dae Kim,Romance Comedy,always be my maybe,6.7,https://m.media-amazon.com/images/M/MV5BMGM2NWFjYTctZjFiYy00YzIxLThhY2QtY2UxZTNmNjdjZTU0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5540,5540,5540,5540,Michael Dougherty,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Science Fiction Action,godzilla: king of the monsters,6.5,https://m.media-amazon.com/images/M/MV5BOGFjYWNkMTMtMTg1ZC00Y2I4LTg0ZTYtN2ZlMzI4MGQwNzg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg
5541,5541,5541,5541,Dexter Fletcher,Taron Egerton,Jamie Bell,Richard Madden,Drama Music,rocketman,7.4,"https://m.media-amazon.com/images/M/MV5BYmIzNjUxZGQtYjg0OS00MmE0LTgwZDAtMzVmODQ2MGI5MTQ5XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_SX101_CR0,0,101,150_.jpg.jpg"
5542,5542,5542,5542,Tate Taylor,Octavia Spencer,Juliette Lewis,Diana Silvers,Horror,ma,5.8,"https://m.media-amazon.com/images/M/MV5BMTA2MjA3ODU0NjBeQTJeQWpwZ15BbWU4MDE3NTQxNDcz._V1_SX101_CR0,0,101,150_.jpg.jpg"
5543,5543,5543,5543,Simon Kinberg,James McAvoy,Michael Fassbender,Jennifer Lawrence,Science Fiction Action Adventure,dark phoenix,6.1,https://m.media-amazon.com/images/M/MV5BMmZmYTgwZGItNDIxMS00MmRkLWEzODQtYTllNzM0ZWE1NmQ5XkEyXkFqcGdeQXVyODQzNTE3ODc@.jpg
5544,5544,5544,5544,Chris Renaud,Patton Oswalt,Eric Stonestreet,Kevin Hart,Adventure Animation Comedy Family,the secret life of pets 2,7.0,https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@.jpg
5545,5545,5545,5545,Nisha Ganatra,Emma Thompson,Mindy Kaling,Max Casella,Comedy Drama,late night,6.6,https://m.media-amazon.com/images/M/MV5BYTUzODg1YWEtNzhkYy00N2IyLWE2NTQtMjk3YjRjODRhMTRhXkEyXkFqcGdeQXVyOTMxMDE0OA@@.jpg
5546,5546,5546,5546,Joe Talbot,Jimmie Fails,Jonathan Majors,Danny Glover,Drama,the last black man in san francisco,7.3,"https://m.media-amazon.com/images/M/MV5BNTQ5OTUwYjQtYmM5Ni00YTY5LWFiOWEtYTg1MTg2Y2NmY2JhXkEyXkFqcGdeQXVyMTAzNjk5MDI4._V1_SY150_CR0,0,101,150_.jpg.jpg"
5547,5547,5547,5547,Seth Green,Breckin Meyer,Macaulay Culkin,Brenda Song,Comedy Drama,changeland,5.8,https://m.media-amazon.com/images/M/MV5BZTU0MjZhYmQtYjEzZS00NGI1LThjZTUtYjU2Y2Q4ZTQyOGM5XkEyXkFqcGdeQXVyNDA4MDY4OA@@.jpg
