,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,images
89,89,89,89,Naoko Yamada,Atsumi Tanezaki,Nao Týýyama,unknown,Animation Drama Music,liz and the blue bird,7.2,https://m.media-amazon.com/images/M/MV5BOTBjMjIyNmYtZGZiZi00ZGMzLTliZWUtYzU1MGM4OTFkZGMxXkEyXkFqcGdeQXVyMTk2MDc1MjQ@.jpg
90,90,90,90,Anthony Russo and Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Adventure Action Science Fiction,avengers: infinity war,8.3,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@.jpg
91,91,91,91,Sebastiýýn Lelio,Rachel Weisz,Rachel McAdams,Alessandro Nivola,Drama Romance,disobedience,6.9,https://m.media-amazon.com/images/M/MV5BMzYxNDI5OTcwMV5BMl5BanBnXkFtZTgwODc4MzE3NDM@.jpg
92,92,92,92,Per Fly,Ben Kingsley,Theo James,Jacqueline Bisset,Thriller Drama History,backstabbing for beginners,6.2,https://m.media-amazon.com/images/M/MV5BZGEyYjlhNTktZDU5NC00OTFkLTk5M2UtNWFlNDM0ZTY2YzZiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
93,93,93,93,Deniz Gamze Ergýýven,Halle Berry,Daniel Craig,unknown,Drama,kings,7.9,https://m.media-amazon.com/images/M/MV5BMjAyNTA1NzAyOF5BMl5BanBnXkFtZTgwMDk5NjY4NDM@.jpg
94,94,94,94,"Rob Greenberg, Bob Fisher ",Anna Faris,Eugenio Derbez,Eva Longoria,Romance Comedy,overboard,6.6,https://m.media-amazon.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@.jpg
95,95,95,95,Jason Reitman,Charlize Theron,Mackenzie Davis,Mark Duplass,Drama,tully,6.8,https://m.media-amazon.com/images/M/MV5BMTU0OTM4NTMyMF5BMl5BanBnXkFtZTgwNDA5MzUwNTM@.jpg
96,96,96,96,Dean Devlin,David Tennant,Robert Sheehan,Carlito Olivero,Thriller Crime Horror,bad samaritan,6.6,https://m.media-amazon.com/images/M/MV5BNTk3NWI3NTktMjBkYi00OGJlLWE1MmItNjlkZTExMTZmZDdhXkEyXkFqcGdeQXVyMjU4ODU0MzU@.jpg
97,97,97,97,Bobby Miller,Johnny Galecki,Anna Friel,Oliver Platt,Drama Comedy Fantasy,the cleanse,5.4,https://m.media-amazon.com/images/M/MV5BMjMyNjk4OTk3Nl5BMl5BanBnXkFtZTgwODUyNzEyNTM@.jpg
98,98,98,98,Xavier Beauvois,Nathalie Baye,unknown,unknown,Animation Family Fantasy Action Adventure,the guardians,7.3,https://m.media-amazon.com/images/M/MV5BYzgxY2NkZGYtOGI4NC00MTc4LTlkY2QtNmRjOTU1NDI0NGQ1XkEyXkFqcGdeQXVyNTc4MjczMTM@.jpg
99,99,99,99,Ben Falcone,Melissa McCarthy,Maya Rudolph,Molly Gordon,Comedy,life of the party,6.2,https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@.jpg
100,100,100,100,James McTeigue,Gabrielle Union,Billy Burke,Richard Cabral,Thriller Crime Action Horror,breaking in,5.9,https://m.media-amazon.com/images/M/MV5BNTQwNjc3NjE5MF5BMl5BanBnXkFtZTgwNTEzMDg5NDM@.jpg
101,101,101,101,Michael Mayer,Saoirse Ronan,Annette Bening,Corey Stoll,Drama Romance Comedy,the seagull,5.7,https://m.media-amazon.com/images/M/MV5BMTc5OTk3NDQ5MV5BMl5BanBnXkFtZTgwMDYxNDIyNTM@.jpg
102,102,102,102,Vaughn Stein,Margot Robbie,Simon Pegg,Dexter Fletcher,Crime Drama Thriller,terminal,7.3,https://m.media-amazon.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@.jpg
103,103,103,103,Coralie Fargeat,Matilda Lutz,Kevin Janssens,Vincent Colombe,Action Thriller Horror,revenge,6.3,https://m.media-amazon.com/images/M/MV5BMTY2NjA5MDc0OF5BMl5BanBnXkFtZTgwNTE4OTA5MjE@.jpg
104,104,104,104,David Leitch,Ryan Reynolds,Josh Brolin,Zazie Beetz,Action Comedy Adventure,deadpool 2,7.5,https://m.media-amazon.com/images/M/MV5BNjk1Njk3YjctMmMyYS00Y2I4LThhMzktN2U0MTMyZTFlYWQ5XkEyXkFqcGdeQXVyODM2ODEzMDA@.jpg
105,105,105,105,Bill Holderman,Jane Fonda,Candice Bergen,Mary Steenburgen,Comedy Romance Drama,book club,6.1,https://m.media-amazon.com/images/M/MV5BMTc0MDY2MDI3Ml5BMl5BanBnXkFtZTgwNjU2MzIyNTM@.jpg
106,106,106,106,Paul Schrader,Ethan Hawke,Amanda Seyfried,Cedric Kyles,Drama,first reformed,7.0,https://m.media-amazon.com/images/M/MV5BZDI1MGIyZDMtYjAyMy00ZWE1LTgzYjctYzM5MzczNjFjZWQwXkEyXkFqcGdeQXVyODQyNzE3MDg@.jpg
107,107,107,107,Wim Wenders,Wim Wenders (director); Pope Francis,unknown,unknown,Documentary,pope francis: a man of his word,7.3,https://m.media-amazon.com/images/M/MV5BZWZjYzUxZGUtNzdhZC00ODU0LWE2NjEtM2ZjNjBjM2NiMDQ2XkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
108,108,108,108,Raja Gosnell,Will Arnett,Natasha Lyonne,Ludacris,Adventure Crime Family Comedy,show dogs,5.8,https://m.media-amazon.com/images/M/MV5BZDdjOWMwNjYtNWE3Zi00Y2JjLTgzODItNTg1YjNjM2U3ZWMyXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
109,109,109,109,Ron Howard,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Adventure Science Fiction,solo: a star wars story,6.6,https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@.jpg
110,110,110,110,John Cameron Mitchell,Elle Fanning,Alex Sharp,Nicole Kidman,Comedy Music Romance Science Fiction,how to talk to girls at parties,6.2,https://upload.wikimedia.org/wikipedia/en/b/b0/How_to_Talk_to_Girls_at_Parties_poster.png
111,111,111,111,Anthony Byrne,Natalie Dormer,Emily Ratajkowski,Ed Skrein,Thriller Mystery,in darkness,6.0,https://m.media-amazon.com/images/M/MV5BMjAxMjQ1NjM5Ml5BMl5BanBnXkFtZTgwOTI1OTY0NTM@.jpg
112,112,112,112,Bruce LaBruce,Susanne Sachýýe,Viva Ruiz,Kembra Pfahler,Drama,the misandrists,3.6,https://m.media-amazon.com/images/M/MV5BMTk2MTIyNTc3Ml5BMl5BanBnXkFtZTgwMzE2NDMzNTM@.jpg
113,113,113,113,"James Franco, Bruce Thierry Cheung",James Franco,Suki Waterhouse,Jeffrey Wahlberg,Science Fiction,future world,4.2,https://m.media-amazon.com/images/M/MV5BMWMxMDZhNjEtYjA3ZS00MzE5LTkwN2MtNmNhMzJiNjQwMzQ1XkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
114,114,114,114,Tim Kirkby,Johnny Knoxville,Chris Pontius,unknown,Comedy Drama,action point,5.4,https://m.media-amazon.com/images/M/MV5BMjEyMTU5MTk1N15BMl5BanBnXkFtZTgwMzIzMzczNTM@.jpg
115,115,115,115,Baltasar Kormýýkur,Shailene Woodley,Sam Claflin,unknown,Thriller Romance Adventure,adrift,6.8,https://m.media-amazon.com/images/M/MV5BMTkxMTI2MjE4OF5BMl5BanBnXkFtZTgwMjIyODQzNTM@.jpg
116,116,116,116,Leigh Whannell,Logan Marshall-Green,Betty Gabriel,Harrison Gilbertson,Action Thriller Science Fiction,upgrade,7.5,https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@.jpg
117,117,117,117,Bart Layton,Evan Peters,Barry Keoghan,Blake Jenner,Drama Crime Documentary,american animals,6.9,https://m.media-amazon.com/images/M/MV5BYTc4ZWQyODItMTZjYy00OTVmLWEzMjUtNTlkOTJjMzhiYzAxXkEyXkFqcGdeQXVyODE0MDY3NzY@.jpg
118,118,118,118,Theresa Bennett,Noýýl Wells,Josh Radnor,Aya Cash,Comedy Romance,social animals,6.5,https://m.media-amazon.com/images/M/MV5BMjIxNjg0MDU5Ml5BMl5BanBnXkFtZTgwMTE2NDMzNTM@.jpg
119,119,119,119,Gary Ross,Sandra Bullock,Cate Blanchett,Anne Hathaway,Crime Comedy Action Thriller,ocean's 8,7.0,https://m.media-amazon.com/images/M/MV5BMjAyNDEyMzc4Ml5BMl5BanBnXkFtZTgwMjEzNjM0NTM@.jpg
120,120,120,120,Morgan Neville,Morgan Neville (director); Fred Rogers,unknown,unknown,Documentary,won't you be my neighbor?,8.2,https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@.jpg
121,121,121,121,Ari Aster,Toni Collette,Alex Wolff,Milly Shapiro,Horror Mystery Thriller,hereditary,7.2,https://m.media-amazon.com/images/M/MV5BOTU5MDg3OGItZWQ1Ny00ZGVmLTg2YTUtMzBkYzQ1YWIwZjlhXkEyXkFqcGdeQXVyNTAzMTY4MDA@.jpg
122,122,122,122,Drew Pearce,Jodie Foster,Sterling K. Brown,Sofia Boutella,Thriller Science Fiction Action,hotel artemis,6.0,https://m.media-amazon.com/images/M/MV5BMDhhNWE3NmQtY2Y1OC00MzQ4LWJhNjktZWEzNjEzMTE3YWIyXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
123,123,123,123,Director X,Trevor Jackson,Jason Mitchell,Michael K. Williams,Action Crime,superfly,6.8,https://m.media-amazon.com/images/M/MV5BMWU1Yzc0ZDUtNGFlZC00ZTFkLWIxMTEtZTQ5ZTliYzIxZWI1XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
124,124,124,124,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Action Adventure Animation Family,incredibles 2,7.5,"https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_SY150_CR0,0,101,150_.jpg.jpg"
125,125,125,125,Jeff Tomsic,Ed Helms,Jeremy Renner,Jon Hamm,Comedy Drama,tag,6.7,https://m.media-amazon.com/images/M/MV5BNzk4NDM3NjkwNF5BMl5BanBnXkFtZTgwNTk5MzkzNTM@.jpg
126,126,126,126,Dominic Cooke,Saoirse Ronan,Billy Howle,Emily Watson,Drama Romance,on chesil beach,6.2,https://m.media-amazon.com/images/M/MV5BMzQ1MjI5OTg1M15BMl5BanBnXkFtZTgwMzIyODc4NDM@.jpg
127,127,127,127,Kevin Connolly,John Travolta,Kelly Preston,Stacy Keach,Crime Drama History Thriller,gotti,5.2,https://m.media-amazon.com/images/M/MV5BMjAyODI1NDMxOV5BMl5BanBnXkFtZTgwNDg0Njg0NTM@.jpg
128,128,128,128,J.A. Bayona,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action Adventure Science Fiction,jurassic world: fallen kingdom,6.6,https://m.media-amazon.com/images/M/MV5BNzIxMjYwNDEwN15BMl5BanBnXkFtZTgwMzk5MDI3NTM@.jpg
129,129,129,129,Shana Feste,Vera Farmiga,Christopher Plummer,Lewis MacDougall,Comedy Drama,boundaries,5.6,https://m.media-amazon.com/images/M/MV5BMDYzNWE1ZWUtMTU3Ni00ZWU2LTkxYWUtMTY5NjlkM2Q3YzMyXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
130,130,130,130,"David Zellner, Nathan Zellner",Robert Pattinson,Mia Wasikowska,unknown,Comedy Western,damsel,5.1,https://m.media-amazon.com/images/M/MV5BMjAxNjY2NjY2OV5BMl5BanBnXkFtZTgwMzM2NzY1NTM@.jpg
131,131,131,131,Mike P. Nelson,Tyler Hoechlin,Kate Bosworth,Lance Reddick,Thriller Horror,the domestics,6.1,https://m.media-amazon.com/images/M/MV5BZDBhYzU3M2YtNTFjMi00ZGMwLTgwYzctMmIwOTNiMTkyZjFjXkEyXkFqcGdeQXVyNjU3MTkxMDA@.jpg
132,132,132,132,Stefano Sollima,Benicio del Toro,Josh Brolin,Isabela Moner,Action Crime Drama Thriller,sicario: day of the soldado,6.8,"https://m.media-amazon.com/images/M/MV5BMTEzNjM2NTYxMjReQTJeQWpwZ15BbWU4MDU2NzAxNTUz._V1_SY150_CR0,0,101,150_.jpg.jpg"
133,133,133,133,Debra Granik,Ben Foster,Thomasin McKenzie,Jeff Kober,Drama,leave no trace,6.8,https://m.media-amazon.com/images/M/MV5BMjE3OTI1MTU0OV5BMl5BanBnXkFtZTgwNTg1MzkzNTM@.jpg
134,134,134,134,Charles Stone III,Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Comedy,uncle drew,6.7,https://m.media-amazon.com/images/M/MV5BMTU2MzE0NzQ1Ml5BMl5BanBnXkFtZTgwNzIyNzczNTM@.jpg
135,135,135,135,Susanna White,Jessica Chastain,Michael Greyeyes,Chaske Spencer,Drama History Western,woman walks ahead,6.8,https://m.media-amazon.com/images/M/MV5BNjE1M2NlODEtYzMzZi00ZWUzLWEwMGItMTYzOTYyODU2ZDlhXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
136,136,136,136,Gerard McMurray,Y'lan Noel,Lex Scott Davis,Joivan Wade,Action Science Fiction Thriller Horror,the first purge,5.9,https://m.media-amazon.com/images/M/MV5BYmVjMWJhMTYtMzUxMC00ODdhLTk3YzMtZDFhNGUyOGFhYTY0XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg
137,137,137,137,Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peýýa,Action Adventure Science Fiction Comedy,ant-man and the wasp,7.0,https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
138,138,138,138,Boots Riley,Lakeith Stanfield,Tessa Thompson,Armie Hammer,Fantasy Science Fiction Comedy,sorry to bother you,6.9,https://m.media-amazon.com/images/M/MV5BNjgwMmI4YzUtZGI2Mi00M2MwLWIyMmMtZWYzMWZmNzAyNmYwXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
139,139,139,139,Kevin MacDonald,Whitney Houston,unknown,unknown,Documentary,whitney,7.6,https://m.media-amazon.com/images/M/MV5BMTQ3NjY3NjAyN15BMl5BanBnXkFtZTcwODc3MzM3OA@@.jpg
140,140,140,140,Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,Family Fantasy Comedy Animation,hotel transylvania 3: summer vacation,6.9,https://m.media-amazon.com/images/M/MV5BNjA1MzU5MTY3OF5BMl5BanBnXkFtZTgwNTU5MDA3NTM@.jpg
141,141,141,141,Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,Chin Han,Action,skyscraper,6.3,https://m.media-amazon.com/images/M/MV5BOGM3MzQwYzItNDA1Ny00MzIyLTg5Y2QtYTAwMzNmMDU2ZDgxXkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg
142,142,142,142,Bo Burnham,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy Drama,eighth grade,7.3,https://m.media-amazon.com/images/M/MV5BMzVlYzgxYjAtYzhhZi00MDc1LTlkZDMtMTRhZWI0MTg5YTRjXkEyXkFqcGdeQXVyNTAzMTY4MDA@.jpg
143,143,143,143,Gus Van Sant,Joaquin Phoenix,Rooney Mara,Jonah Hill,Comedy Drama,"don't worry, he won't get far on foot",6.7,https://m.media-amazon.com/images/M/MV5BMjQ2MjQ3OTk2MV5BMl5BanBnXkFtZTgwNjQ0NzA2NDM@.jpg
144,144,144,144,Rob Reiner,Woody Harrelson,Tommy Lee Jones,James Marsden,Drama History Thriller,shock and awe,6.6,https://m.media-amazon.com/images/M/MV5BMDNkOTAzOWEtZjA2NS00ZmI3LWJmODMtYjEyZThhN2IwMjQxXkEyXkFqcGdeQXVyMjgyOTI1ODY@.jpg
145,145,145,145,Ol Parker,Lily James,Amanda Seyfried,Pierce Brosnan,Comedy Romance,mamma mia! here we go again,7.2,https://m.media-amazon.com/images/M/MV5BMjEwMTM3OTI1NV5BMl5BanBnXkFtZTgwNDk5NTY0NTM@.jpg
146,146,146,146,Antoine Fuqua,Denzel Washington,Ashton Sanders,Pedro Pascal,Thriller Action Crime,the equalizer 2,6.5,https://m.media-amazon.com/images/M/MV5BMTU2OTYzODQyMF5BMl5BanBnXkFtZTgwNjU3Njk5NTM@.jpg
147,147,147,147,Carlos Lýýpez Estrada,Janina Gavankar,Ethan Embry,Daveed Diggs,Comedy Drama,blindspotting,7.5,https://m.media-amazon.com/images/M/MV5BNjgwYTQ4YmEtOTcwYy00NjBlLWI0ZjYtNDM0YmI1OGM0MWY0XkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg
148,148,148,148,Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Horror Mystery Thriller,unfriended: dark web,6.3,https://m.media-amazon.com/images/M/MV5BNTI0OWYwZGEtMDNkMy00YTQyLTg2NTgtNWM1N2ViOGU5ZjEzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@.jpg
149,149,149,149,Shinsuke Sato,Shinsuke Sato (director); Sota Fukushi,Hana Sugisaki,unknown,Action Fantasy Adventure,bleach,6.7,https://m.media-amazon.com/images/M/MV5BZjE0YjVjODQtZGY2NS00MDcyLThhMDAtZGQwMTZiOWNmNjRiXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg
150,150,150,150,ýýdouard Deluc,Vincent Cassel,Tuheýý Adams,Malik Zidi,Drama Romance,gauguin ýýý voyage de tahiti,5.7,https://m.media-amazon.com/images/M/MV5BNjNlYzQ0NTEtODk3MS00NzZlLTgxYzYtM2FiZmI0ZmE1OWEyXkEyXkFqcGdeQXVyMTAwNzgxMzQ@.jpg
151,151,151,151,Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Action Adventure,mission: impossible ýýý fallout,7.4,https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@.jpg
152,152,152,152,Peter Rida Michail,Scott Menville,Khary Payton,Tara Strong,Animation Action Comedy Science Fiction,teen titans go! to the movies,7.4,https://m.media-amazon.com/images/M/MV5BOTZhMTIwZDUtYjZjZS00MmViLTg3NzEtNWE5NzI1NDUwNDJmXkEyXkFqcGdeQXVyODQxMTI4MjM@.jpg
153,153,153,153,Tsui Hark,Tsui Hark (director),Chang Chia-lu,Chen Kuo-Fu (screenplay),Mystery Fantasy Adventure Action,detective dee: the four heavenly kings,6.4,https://m.media-amazon.com/images/M/MV5BNTRmMzI4OGEtZmJkZC00MjZkLTkyYTEtOGVkZTc3ODlhYzc1XkEyXkFqcGdeQXVyNjgwNTk4Mg@@.jpg
154,154,154,154,Elijah Bynum,Timothýýe Chalamet,Maika Monroe,Alex Roe,Drama Comedy,hot summer nights,6.8,https://m.media-amazon.com/images/M/MV5BYWEzZDI3NTQtYmFlZi00N2QxLTk0MmYtMThjYjlmZmRlMmVjXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
155,155,155,155,Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,Drama,puzzle,6.7,https://m.media-amazon.com/images/M/MV5BMjAwNTk0OTczNV5BMl5BanBnXkFtZTgwNTI3NDE2MTE@.jpg
156,156,156,156,Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Adventure Comedy Family Fantasy,christopher robin,7.4,https://m.media-amazon.com/images/M/MV5BMjAzOTM2OTAyNF5BMl5BanBnXkFtZTgwNTg5ODg1NTM@.jpg
157,157,157,157,Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,Harris Dickinson,Science Fiction Action Drama Romance Adventure Thriller,the darkest minds,7.0,https://m.media-amazon.com/images/M/MV5BMTUxOGE3OTUtM2I2My00YzE3LTg2NDktZTI3NjE4NDdjMGFiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
158,158,158,158,Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,Action Comedy,the spy who dumped me,6.4,https://m.media-amazon.com/images/M/MV5BNDY1MTA0NjgyN15BMl5BanBnXkFtZTgwMTEzNDQ4NTM@.jpg
159,159,159,159,Desiree Akhavan,Chloýý Grace Moretz,Sasha Lane,John Gallagher,Drama,the miseducation of cameron post,6.9,https://m.media-amazon.com/images/M/MV5BNGI5ZDlkN2EtNTY5NC00ZDdjLTkzODktNzkwOGMwODcxZTI4XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
160,160,160,160,Augustine Frizzell,Maia Mitchell,Camila Morrone,Kyle Mooney,Comedy,never goin' back,6.1,https://m.media-amazon.com/images/M/MV5BMTg4Mjg5NjQwMF5BMl5BanBnXkFtZTgwOTc1MDg0NTM@.jpg
161,161,161,161,Ken Marino,Nina Dobrev,Finn Wolfhard,Vanessa Hudgens,Comedy Romance Drama,dog days,6.7,https://m.media-amazon.com/images/M/MV5BMTg2ZDY0YWUtOWZkYS00MmUwLWFjMmEtNjIzNmNiZDFkNTYzXkEyXkFqcGdeQXVyNzYzMjUxODY@.jpg
162,162,162,162,Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,Action Science Fiction Horror,the meg,6.1,https://m.media-amazon.com/images/M/MV5BMTAxMGRmODYtM2NkYS00ZGRlLWE1MWItYjI1MzIwNjQwN2RiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
163,163,163,163,Spike Lee,John David Washington,Adam Driver,Laura Harrier,Crime Drama History Comedy,blackkklansman,7.6,https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@.jpg
164,164,164,164,Sylvain White,Joey King,Julia Goldani Telles,Jaz Sinclair,Mystery Thriller Horror,slender man,4.3,https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@.jpg
165,165,165,165,Jean-Stýýphane Sauvaire,Joe Cole,unknown,unknown,Drama Action Crime,a prayer before dawn,6.8,https://m.media-amazon.com/images/M/MV5BMzU5NzhlOGYtODE0YS00ZmUxLWI2YzctNTM0ZWNjMmJjMjBkXkEyXkFqcGdeQXVyNTAzMTY4MDA@.jpg
166,166,166,166,Jon M. Chu,Constance Wu,Henry Golding,Gemma Chan,Comedy Drama Romance,crazy rich asians,7.1,https://m.media-amazon.com/images/M/MV5BMTYxNDMyOTAxN15BMl5BanBnXkFtZTgwMDg1ODYzNTM@.jpg
167,167,167,167,Albert Hughes,Kodi Smit-McPhee,Leonor Varela,Jens Hultýýn,Adventure Drama,alpha,6.3,https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@.jpg
168,168,168,168,Peter Berg,Mark Wahlberg,John Malkovich,Lauren Cohan,Action Thriller,mile 22,6.1,https://m.media-amazon.com/images/M/MV5BNzUyODk4OTkxNF5BMl5BanBnXkFtZTgwMzY0MDgzNTM@.jpg
169,169,169,169,Bjýýrn Runge,Glenn Close,Jonathan Pryce,Christian Slater,Drama,the wife,7.1,https://m.media-amazon.com/images/M/MV5BNzA2Yzk4YjItZmU5OS00ZjFjLTlkNTEtMzJjZDVlOGY0OWRlXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
170,170,170,170,James Cox,Ansel Elgort,Taron Egerton,Kevin Spacey,Drama Thriller,billionaire boys club,5.6,https://m.media-amazon.com/images/M/MV5BZDAxZTE2MzgtZjNjYi00YjE4LWIzNzYtNTQyZWRhMWVhMTc2XkEyXkFqcGdeQXVyNTUzOTUwMTk@.jpg
171,171,171,171,Jesse Peretz,Ethan Hawke,Rose Byrne,unknown,Comedy Drama Romance,"juliet, naked",6.4,https://m.media-amazon.com/images/M/MV5BMTk3OTE3ODg1Ml5BMl5BanBnXkFtZTgwMTI4NTE4NTM@.jpg
172,172,172,172,Rodrigo Cortýýs,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,Thriller Drama Fantasy Horror,down a dark hall,5.5,https://m.media-amazon.com/images/M/MV5BMTY4ODg5MjMwNl5BMl5BanBnXkFtZTgwMDgyNzY1NTM@.jpg
173,173,173,173,Brian Henson,Melissa McCarthy,Maya Rudolph,Joel McHale,Action Comedy Crime,the happytime murders,5.7,https://m.media-amazon.com/images/M/MV5BOTRjMTczMGItMmYxMi00ZThlLTg2ZjAtODgyZTNkN2VmMDlhXkEyXkFqcGdeQXVyNzQwNjY4NTg@.jpg
174,174,174,174,Aneesh Chaganty,John Cho,Debra Messing,unknown,Thriller Mystery Drama,searching,7.6,https://m.media-amazon.com/images/M/MV5BMjIwOTA3NDI3MF5BMl5BanBnXkFtZTgwNzIzMzA5NTM@.jpg
175,175,175,175,Michael Noer,Charlie Hunnam,Rami Malek,unknown,Drama History Crime,papillon,7.4,https://m.media-amazon.com/images/M/MV5BMjIxMTMyOTE2NF5BMl5BanBnXkFtZTgwMDYyNzY1NTM@.jpg
176,176,176,176,Oliver Daly,Alex Neustaedter,Becky G,Alex MacNicoll,Science Fiction Action Adventure Family,a.x.l.,6.2,https://m.media-amazon.com/images/M/MV5BMzhmMWY5YzYtNGU0OS00OWExLWE4MTEtZjdmZTczNGEwNjhmXkEyXkFqcGdeQXVyMjM4NTM5NDY@.jpg
177,177,177,177,Chris Weitz,Oscar Isaac,Ben Kingsley,Lior Raz,Drama History Thriller,operation finale,6.7,https://m.media-amazon.com/images/M/MV5BYzE1YjI2MjctZTY2Zi00NDBhLWIzYmMtNzMzMDgwZjE4MzUxXkEyXkFqcGdeQXVyNTI4MzE4MDU@.jpg
178,178,178,178,"Jonathan Baker, Josh Baker",Myles Truitt,Jack Reynor,Zoýý Kravitz,Science Fiction Action,kin,6.1,https://m.media-amazon.com/images/M/MV5BZDczYzNhMDMtNmQ2Ni00ZjcwLWI1MDQtMWI1YWVkNjkzN2NhXkEyXkFqcGdeQXVyNDMzMzI5MjM@.jpg
179,179,179,179,Lenny Abrahamson,Domhnall Gleeson,Ruth Wilson,Will Poulter,Mystery Drama Horror History,the little stranger,5.7,https://m.media-amazon.com/images/M/MV5BMTgzMjM1NDY5MV5BMl5BanBnXkFtZTgwNTkxNDk2NTM@.jpg
180,180,180,180,Victor Levin,Winona Ryder,Keanu Reeves,unknown,Romance Comedy Drama,destination wedding,5.7,https://m.media-amazon.com/images/M/MV5BODI4YjE3YTItNWUyMC00NThhLThiMDUtZDhmNDdiNDM5ZTYwXkEyXkFqcGdeQXVyNzEyMTk0MzM@.jpg
181,181,181,181,Corin Hardy,Demiýýn Bichir,Taissa Farmiga,Jonas Bloquet,Horror Mystery Thriller,the nun,5.8,https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@.jpg
182,182,182,182,Pierre Morel,Jennifer Garner,John Ortiz,Juan Pablo Raba,Action Thriller,peppermint,6.6,https://m.media-amazon.com/images/M/MV5BNWVlMjQ3MjItOWE3YS00YTYwLWE0ZDMtZWMyZWY1NzkxNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
